Comment,Time
"Well Ive opined on this ,,. If Trumpers/Republicans  are Sooooo Pro Life? Then Lots of them use Fertility Clinics in Texas. Where 1000s of Frozen Embryos  are created,stored. But those Pro Life Folks are NEVER going to implant,grow them all!!  Isnt that 'MURDER' too? If those Frozen Embryos are used? Because  based on their views,,,'Life Begans At Conception!'  Time for Every Texas Republican woman to Open Her Vagina n take a few of those Frozen Embryos  in. 'http://www.youtube.com/results?search_query=%23backyoursmack"">#BackYourSmack'  Pro Life folks.",2022-04-16T22:54:53Z
"When it comes to Rethuglicunts, cruelty is the point.",2022-04-16T22:54:36Z
The sick SCOTUS justices that let the Texas law stand are the ones who should be aborted.,2022-04-16T22:54:34Z
"Such a backward state, maybe next the men will start dragging the women around by their hair. I would never live in Texas, such a horrible state.",2022-04-16T22:54:26Z
This Republican law is going to backfire on them.,2022-04-16T22:53:58Z
Such a tragedy,2022-04-16T22:52:17Z
"These people trying to outlaw terminations infuriate me. Before my hysterectomy attempting to stay pregnant would have literally killed me. There would never have been a baby to”save” because I would have died long before foetal viability, yet these people would have denied me life-saving medical treatment. I’m so grateful to live in a place where abortion is treated like any other healthcare, meaning it is easily available to anyone who needs it regardless of their ability to pay. For obvious reasons, abortion rights are something very close to my heart and are one of the issues I would give my life in support of.",2022-04-16T22:51:56Z
fyi charges were dropped a few days ago. Ruled not criminal but for sure this will be in court again.  one to follow.,2022-04-16T22:51:23Z
"Wow, seriously, women need to try and get the hell out of that messed up country. Go to Canada or Mexico. America is no different to the Taliban when it comes to women. They hate women.",2022-04-16T22:51:19Z
"So, if a women has a miscarriage Texas is going to charge women with murder because miscarriages is a self induced abortion. Texas is just stupid. This is horrifying.",2022-04-16T22:50:57Z
This happened in South America and we all gasped. I knew it could happen here if fundies got their way.,2022-04-16T22:50:31Z
"How about the people who want to keep the fetus alive, they then bring it up in their own family. You have as many cells as the booger up your nose.",2022-04-16T22:50:05Z
100% prevention of pregnancy: No ejaculate,2022-04-16T22:49:51Z
Republicans have to follow someone. They are cowards not leaders. They follow the occult.,2022-04-16T22:49:45Z
This is a HIPPA violation as it was reported by medical after a trip to the emergency room.  This accusation has to be dismissed.,2022-04-16T22:48:52Z
"Banning abortion doesn't reduce abortions, it reduces access to safe and legal abortion while stripping Constitutional rights from 50% of the U.S. population. 'Republicans' have added the new spin of legally hunting the women for sport.",2022-04-16T22:47:49Z
"Trump lied about everything, instead of believing him, FACT CHECK.HIS a$$.",2022-04-16T22:47:34Z
Knowing Texas they'll probably try to give her the death penalty if she is convicted.,2022-04-16T22:46:57Z
So terribly sad 😔.,2022-04-16T22:46:13Z
Who's the medical personnel that broke HIPPA laws to turn her in? They should be sued and have their medical license taken away.,2022-04-16T22:46:09Z
"Well, the middle ages are back. Exactly what rethuglicans wanted. To control women's bodies.",2022-04-16T22:45:54Z
What about the man?,2022-04-16T22:44:49Z
"David. The charges were dropped days ago and they’re already investigating the folks who brought the charges against her.''You cannot get this wrong, Dave. A simple check would have sufficed.''Again: your right wing owners need removed.",2022-04-16T22:44:33Z
We are time traveling back to the middle ages.,2022-04-16T22:44:17Z
I bet David sits when he pees. My bad did I assume your gender? 😆,2022-04-16T22:43:55Z
What about the men that contributed to the unwanted pregnancy?,2022-04-16T22:43:05Z
"Much hay was made and is still being made about Trump's statement on punishment. I for one believe he had no idea what he was stumbling into but was right. If it is illegal and understood to be taking a life, then there should be punishment for the act. It would seem to be logical. I DO NOT think it should be illegal.",2022-04-16T22:42:44Z
Is there a GoFundMe page for this poor woman to at least get a good lawyer?,2022-04-16T22:42:33Z
Abortions are probably the ONLY thing Donald Trump has ever paid for because that would be cheaper than supporting kids after the moms prove paternity through DNA.,2022-04-16T22:41:01Z
Their numbers are dwindling. They can’t grow any more Republicans fast enough.,2022-04-16T22:41:00Z
This will be made political. Republicans are going to use her as an example.,2022-04-16T22:40:52Z
saudi arabia,2022-04-16T22:39:43Z
And the caveman drags his cavewoman into the cave.,2022-04-16T22:39:38Z
Buy shares in private prisons.... this I some bat shit crazy stuff y’all are voting for,2022-04-16T22:38:57Z
"America!……. Human rights?………poor people who can’t afford to feed their children, and is there any real help? No! ……. But certain states want to ban terminations. Pro life, but once that life has been born, there is no ‘pro life’. America, third world country. Many hypothetical bigots. America is a mess and a joke.  I am British living in Europe and your country has big problems. Don’t criticize other countries for being barbaric when you do the same. The world is watching.",2022-04-16T22:38:45Z
"and, she’s non-white! probably couldn’t afford to go out of state to have an abortion! racist and attacks the poor! pathetic, texas!",2022-04-16T22:38:31Z
Wtf 🤯🤬🤬🤬🤬🤬🤬,2022-04-16T22:38:21Z
Luckily the DA dropped the charges but the fact that she was charged with murder in the first place is wrong.,2022-04-16T22:35:42Z
Good.,2022-04-16T22:35:25Z
"Everyone knows, at some point, with all of his affairs has had an abortion or two, or three.  F%'K Trump.",2022-04-16T22:35:19Z
Texas is basically like Russia now...,2022-04-16T22:34:37Z
"Stop saying your savings the women's life,as you now and your church OWNS the women bodies.'You Abbott now own every women's body, it's not there s, anymore, it's your Christ Jesus and God, the church Wins and woman lose, and your Men in your state is. 'http://gays.you/"">GAYs.you' said that desantis and Tucker and Abbott.",2022-04-16T22:34:30Z
This fascism by these far-right misogynists will only stop when someone successfully passes a law arresting men for murder after they jerk off in a sock.,2022-04-16T22:34:01Z
Welcome to America's version of Sharia law! Keep your stupid religion off of people's bodies! Freedom my ass!,2022-04-16T22:33:53Z
This is horrifying. I feel sick to the stomach that this is happening in your country. That poor woman. Unless you have been in her situation you have no idea what she has gone through to get to that point. Where is the responsibility on the man?  'self induced abortion' FFS this could be a miscarriage.,2022-04-16T22:32:43Z
"Very sad that white and other shades of male texans feel they have the right to regulate a woman's body.  They can rape them, con them, abuse them, talk down to them, you name it!  Them is your sister, your aunt, your niece, your mom, your great niece and republicans think they have the right to do it, yikes.  And the Rump changes his tune whenever it gets him more bucks.  Welcome to the republicans folks, its your vote, Vote!",2022-04-16T22:31:49Z
This is no longer the world that I want to live in.,2022-04-16T22:31:49Z
Welcome to the land of the free.,2022-04-16T22:31:28Z
"Texas people will do what people used to do, have a abortion and not talk about it, to no one, just do it.'Go ahead Abbott,push your Russian, Chinese people, go for it, commy, Abbott, what goes on,in Texas goes on in China too.'Stupid Nazis terrorist cult dangerous murderous Abbott,.",2022-04-16T22:31:18Z
Retrumpliclones are the Enemies of Women and Human Beings.,2022-04-16T22:31:13Z
Welcome to America. Kindly turn back your clock 70 years.,2022-04-16T22:30:32Z
JFC women's healthcare is under fire but Men can get a vasectomy and Viagra.  I just can't  . . . . . . . There's a reason I stopped being 'Christian' because this is NOT what Jesus would want.  F Texas and any of those folks.,2022-04-16T22:29:22Z
So now parts of USA is a religious fundamental nation. Just like Saudi Arabia. 🤢🤮 Religious laws.,2022-04-16T22:28:35Z
The charges were dropped.,2022-04-16T22:28:27Z
You 'knew' this was coming.,2022-04-16T22:28:05Z
you would NEVER EVER see a regulation governing how  a man uses his body....FFS they can't even wear a mask...so stop regulating a woman's body.  It's not a hard connection,2022-04-16T22:27:38Z
If you think Dump hasn't paid for abortions...your nuts.,2022-04-16T22:27:19Z
I wonder if Republicans would be okay with abortion if a woman was pregnant with the antichrist? What a conundrum! 🤣,2022-04-16T22:26:54Z
"Its ok to shoot someone especially a black person, but not to abort...sigh",2022-04-16T22:26:33Z
Their Christian theocracy is coming. Buckle up.,2022-04-16T22:26:07Z
Vote Democrats and save our democracy vote Republicans and say goodbye to your freedom,2022-04-16T22:25:13Z
I used to be an avid pro-lifer until seeing these Rethuglican basturds at work. Now I'm definitely pro-choice.,2022-04-16T22:25:09Z
"The whole subject is religious, how can you charge murder with no body,  biblically if you study the doctrine of the soul and go from start Adam first created, its given at first breath. God is the creator, man pro creates.  Jesus said born again not conceived again, Nicodemus (a religious man of his time said how can I get back in my mother's womb) which was impossible since his mother was dead. Jesus tried to put a picture together but was  gracious given he was a religious man. So can the courts pass judgement on a religious matter? When the scriptures made a reference to knitting together in the womb its references Jesus. Question if God knit everyone in the womb how would religion explain deformities or mental retardation at birth. It cant. We all know that all people are not born equal.  Why? Human condition. Human frailties.  There's a thousand things that can effect the outcome of a human birth all human . But what is equal is the soul given.  If they charge this woman with murder the courts will be instrumental in establishing a Catholic dogma. There are lines of studies and arguments that the church recognizes that birth is at birth what's in the womb is a format for a soul. Nuff said here but Texas is wrong in this BIG 10 gallon size Wrong just another political stunt, to gell the GOP voter.",2022-04-16T22:24:57Z
So what's the name of the victim?,2022-04-16T22:24:43Z
anti American right wing fascists will only get worse if they are not stopped,2022-04-16T22:24:38Z
"With the sweeping passing of legislation across the country of anti LGTBQ, abortion, etc., I got a feeling this isn't going to play out well come mid-terms for Republicans.''The stunt Greg Abbott just pulled with truckers is gonna hurt for sure. You can't point fingers at Democrats and Biden over gas prices and Inflation, then pull some craziness like that ''DeathSantis and the stunts he is pulling is going to hurt him, especially starting fights with Disney.''MTG and Cawthorne are being challenged, for a removal from the ballot. They have already been removed from most if not all committees, and are basically non-functional Representatives.''But in the long run, these bills Red States are passing is going to hurt these states financially. If you have mass migration because of these laws, state and local economies will begin to feel the impact.''Now with the RNC withdrawing from future debates, yeah it's political suicide",2022-04-16T22:24:33Z
"'https://www.youtube.com/watch?v=IuX1xLJxyTk't=2m42s"">2:42' Relevantly:'<i>'East Texas lawmaker wants to make abortion punishable by death penalty'</i> -- CBS19 (2021-MAR-11)'<i>'Republicans want to kill women who get abortions'</i> -- Farron Balanced (2022-APR-06)'''https://www.youtube.com/watch?v=IuX1xLJxyTk't=3m12s"">3:12' Reminds of [Alabama v. Jones]. Marshae Jones was shot (once in the stomach) during an argument with a female coworker over paternity, miscarried, was initially charged with manslaughter; the charges were later dropped.",2022-04-16T22:23:43Z
I say just get the fuck away from TX.,2022-04-16T22:23:25Z
Texas legislators = 🤮,2022-04-16T22:23:22Z
The women in Oklahoma was charged because she injected methamphetamines and used marijuana while she'd been pregnant.,2022-04-16T22:23:11Z
Freaking texan govern Abbot you useless ' the republicans party look in the book of numbers,2022-04-16T22:21:53Z
Se we going to allow this people?,2022-04-16T22:20:03Z
If only trump's mommy had an abortion...,2022-04-16T22:19:22Z
To a European this stone age hypocrisy. Owning a gun is a right in the US. State sponsored murder the death penalty is ok in the US. Universal healthcare like in my country where the homeless person in the street to the richest are covered. Where if you lose your job or are unemployed you still have healthcare is scarey socialism. A woman right to choose is murder? You do know banning abortion won't stop it. In fact more woman and children will die from back street  abortions. This is like something the Taliban or Iran as Theocratic state would. Stupidly seem to be celebrated in the US. Stand up to Racism. Never Again.,2022-04-16T22:18:23Z
"Poor Woman, this is just sad as hell, I'm telling you the GQP is enslaving women to the point that they can't practice their individual freedoms",2022-04-16T22:18:08Z
As long as termination doesn’t mean just before birth…… this has a cause that needs to be cancelled,2022-04-16T22:17:46Z
I will never have to worry about being charged with abortion considering I'm gay and 53 years old but charging a woman for performing an abortion on herself makes me sick!!!! This woman needs counselling not a prison sentence.,2022-04-16T22:17:42Z
If they force the women to have children the women should say I’m not keeping it I’m sure they can afford lots of orphanages for their forced births.,2022-04-16T22:16:59Z
There you go playing out 'The Handmaids Tale' in real life!,2022-04-16T22:14:59Z
If you ever get called in for jury duty in Texas you have an obligation to go. You have a duty to be a juror - meaning don't answer questions truthfully answer questions in the way that will get you jury duty. Then when you are on jury duty just say during deliberations that you don't believe this person did what they did - especially if it's an abortion case. Say there isn't enough evidence that it was an abortion and NOT that abortion is ok.,2022-04-16T22:14:43Z
", and would that baby have lived if she had not done that?",2022-04-16T22:14:24Z
And when does sentience begin????'I will not listen to a Republican politician to tell me,2022-04-16T22:14:22Z
Horrifying. Shame on Texas republicans (small 'r' for small minded)! My thoughts are with this lady and with others who face such a heartbreaking decision only to be criminalised.,2022-04-16T22:13:46Z
As long as abortion is before sentience….then we all win,2022-04-16T22:13:12Z
"What the hell happened to all those 'pro-choice' anti-maskers from a few months ago? I thought those guys had the Situation in hand? Because they seemed pretty keen on rights of autonomy at the time, right? 'RIGHT ?!?",2022-04-16T22:13:07Z
Disgusting and unheard of. This law is older than the people that run the foolish republicans that have overturn this bill. Sick people here. I look at it as I wish grammy trump would of had one. Just think trump is a card. I also feel that young ladies that have been raped and they are YOUR DAUGHTER. As far as Im concerned Amy Barret should be thinking twice. Its great you adopt but not all children have that pleasure. I am one of those. Raped at a young age beaten daily. Because if I said anything I would be dead. Because I am a Metes.,2022-04-16T22:12:31Z
"There is something wrong if our country can't or won't  support financially , emotionally and clinically pregnant women and their children. We can spend billions sending a few astronauts to the moon but won't spend money for child care and a mothers sustinence. We can give them remote jobs instead of welfare so they have dignity.",2022-04-16T22:12:19Z
Men are a lucky sperm. 1 in a billion'Republican Texans are lucky to be alive,2022-04-16T22:11:51Z
What's the ACLU doing about this?,2022-04-16T22:10:45Z
"Their only morals are the white Republican men should control everything, that's it",2022-04-16T22:10:44Z
"almost all vasectomies are reversible,... mandatory vasectomies for all males from puberty until (if) they get married,... mandatory vasectomy if they get divorced.",2022-04-16T22:10:02Z
Christo fascism is real an it’s a terrorist threat to American society they are hell bent on passing authoritarian Laws gay people black people activists be careful they are going to use laws to enslave you!,2022-04-16T22:09:52Z
Where's the bill and consequences for men????,2022-04-16T22:09:19Z
I knew this was coming to a head' It is gonna have a lot of repercussions.   The government is getting so communistic that a woman isnt in charge of her body'Texas is a nut state anyway,2022-04-16T22:09:07Z
"They (the right) dont care about actual abortion because none of them would get one in the first place. They want to control the lives of others that they dont agree with. And they say they are the party of freedom and antigovernment intervention.'Dont they understand that if the 'libtard snowflakes' abort their children, they wont be able to teach them CRT or to say gay?",2022-04-16T22:08:54Z
I think they understand that in 18 years the population and crime will increase exponentially. It's all designed to lower wages and increase the population in the corporate jail systems.,2022-04-16T22:08:35Z
Appeal this all the way to the supreme court..,2022-04-16T22:08:19Z
"My daughter lives in Texas and said that the charges were dropped.   'Prosecutors dropped murder charges on Sunday against a 26-year-old southern Texas woman over an alleged “self-induced abortion,” admitting that she had not committed a crime. But her case is an example of the lengths to which red states are willing to go to restrict abortion access — and abortion advocates worry it could have a chilling effect on pregnant people seeking medical care in Texas.''The woman was indicted in March after she miscarried and allegedly told staff at a Starr County hospital that she had tried to induce her own abortion. The staff then reported her to the police. It’s not clear how long she had been pregnant or how she sought to induce an abortion. (Her attorney could not be reached for comment on Monday.)",2022-04-16T22:08:08Z
"'if' it's illegal, obviously there should be consequences, but this shouldnt be illegal. what bullshit. 'misogyny, and in the case of that native woman, it's even more ridiculous, considering they couldnt give a single F___ about indigenous people and barely recognize that there was/is a genocide. 'control freaks who have no control over themselves.",2022-04-16T22:07:51Z
"I live in Texas.  I’m 76, so I won’t be needing an abortion. But this has been an issue for me my whole life.  When I was 28, I had my tubes tied, and had to have my husband’s permission!  This makes me furious.  All about controlling women.  Why don’t they punish the guy who contributed the sperm?",2022-04-16T22:07:14Z
"So glad I don't live in Texas anymore,  this is going to drive women into the back alleys, like you say, with abortions with no sterilized instruments and quacks doing the job.  How much does Trump actually go to church?  He used to hang out with Epstein for goodness sake.",2022-04-16T22:06:45Z
It's time for me the women of the US that believe we have a right over our own bodies and our health rise up enmass,2022-04-16T22:05:34Z
"Vote. Get those awful people out of office. We have a choice in Texas, Abbott, who wants to control our bodies or Beto. Beto trusts and respects women to make decisions for their own bodies. Do you want our rape victims to carry and raise the offspring of a violent act? Do you want a woman to carry a non-viable fetus for 9 months? Shouldn't this decision be a private decision between a woman, partner and her doctor and keep the government out of my womb.",2022-04-16T22:05:06Z
This is how the GOP likes to rule.,2022-04-16T22:05:06Z
What happened to Mr Pac-Man's Channel? He doesn't get any views any more for a channel the size of this one,2022-04-16T22:05:03Z
These old white men are trying to take us back to the 1950's.,2022-04-16T22:04:59Z
The biggest Hypocrites are religious people from what I found.,2022-04-16T22:04:30Z
'Back to the future'! The new Republican election slogan.,2022-04-16T22:04:19Z
A fetus is not a baby. And my body is none of your f**ken business. '      Why don't we make it law that at the age of thirteen every single male has to have a vasectomy. When each male is married and able to provide for a child then the vasectomy will be reversed.,2022-04-16T22:04:08Z
"Just when you thought these issues had been put to rest, here they come again.  Of course the rich will still be able to go to decent hospitals to get abortions.  But, the rest will have to make due as best they can.  You cannot sleep on these issues.  We must get out and vote for progressive candidates.  Otherwise this is the world they will create for us to live in.",2022-04-16T22:04:04Z
This is soooo insane....,2022-04-16T22:03:51Z
The christian Taliban are turning the USA into a cultural backwater. The civilized world looks on in disbelief as America sinks into dark ages ignorance. Soon they'll be burning witches.,2022-04-16T22:03:49Z
"She should have lived in Massachusetts, we're an actual first world state in this country.",2022-04-16T22:03:38Z
this is giving off witch hunt vibes ):,2022-04-16T22:03:34Z
"Sickening!!! I just told my husband the other day that this would happen ,and here it is. These Re-Puke-icans are really sick in the head",2022-04-16T22:03:24Z
"Abortion should be legal.and accessible in all states up to a certain stage in pregnancy.''The good news is that if you don't want an abortion,  you won't have to get one.",2022-04-16T22:03:05Z
"prison should 6e reserved for hard-core, incorri6le, mentally twisted or psychopathic criminals ONLY.  not women who have a6ortions.  i can not 6elieve what is happening in this country.''6are-foot and pregnant.  THAT'S the motto of these out-right lunatic repu6licans.  6are-foot, pregnant and completely ignorant due to lack of education or the a6ilityt to go to college or even to get a jo6 that pays decently.  this is what these lunatics want.  and if a woman is tied down with a ton of young children, it will 6e that much harder for her to achieve her dreams in life.  this is crazy.",2022-04-16T22:03:04Z
"It should be stated the charges have been dropped in this case.  However, the fact that they filed charges in the first place raises all kinds of red flags.",2022-04-16T22:03:03Z
The focus needs to be on preventing  unwanted pregnancies. Birth control methods need to be free and easy to obtain. Ripping fetuses from wombs is unpleasant for all involved.,2022-04-16T22:02:51Z
Didn't they have to drop these charges? The DA was too dumb to know the law,2022-04-16T22:02:47Z
Well that's incredibly disgusting.. 'leaders of the free world' huh?,2022-04-16T22:02:44Z
"These fairy-tale believing RWNJs, want to force all women to give birth, but once they give birth, they don't give  a damn about the baby.",2022-04-16T22:01:49Z
I remember Trumps state of the Union address. It was the weirdest thing I've ever seen.. Among all the crazy vibes was Trump showing kids as an example for anti- abortion.. Predictable...blond hair and blue eyes..,2022-04-16T22:01:19Z
"The 'funniest' thing is, most pro-life people are pro-death sentences...",2022-04-16T22:01:07Z
Please the first Republican kid to flunk out of Med School will buy a Mobile home and have traveling abortion clinic throughout the state that they live in.,2022-04-16T22:00:47Z
"this is not the action of a caring civilized country..................will the man also get the same sentence, if not this is just a continuation of the biblical discrimination of women by men",2022-04-16T22:00:11Z
A native woman has a miscarriage and is judged to be a murder’er and is then found guilty by her own ppl. People don’t need white people to be jerks it just helps if one is white,2022-04-16T22:00:07Z
Sounds like The Handmaids Tale is coming true.,2022-04-16T22:00:05Z
They decided to drop charges,2022-04-16T22:00:03Z
"Should the man that knocked her up be charged as an accessory to murder? Also, as this keeps happening in Texas, let's see the racial breakdown...",2022-04-16T21:59:30Z
Thank you for FINALLY covering this David.  I still don't know why she was arrested and jailed.  Abortion is still a right in this country for now.,2022-04-16T21:58:50Z
The degeneracy is accelerating.,2022-04-16T21:58:49Z
Old news. Charges were dropped last week. Unless this is a new woman.,2022-04-16T21:57:42Z
"I think this is outrageous. Men bear mo responsibility for impregnating a woman. We don't  get pregnant on our own. If men had to carry a child for 9 months. Then spend hours, sometimes days in extreme agonizing painful labor or have to have cesarian surgery these abortion laws would not even be considered. Every time a woman has a child she risks her life. How about we castrate men who get women pregnant? Or at least enforced vasectomys.",2022-04-16T21:57:03Z
"This is several days old. The charges were dismissed, and the DA said she never should have been charged.",2022-04-16T21:56:51Z
"Hey USA! In Australia it's the 21st century, how is it in the 19th century? Working out for you?",2022-04-16T21:56:27Z
Welcome to 'The Hand Maids Tale' in real time.,2022-04-16T21:56:04Z
"That's state terrorism, pure and simple.",2022-04-16T21:55:36Z
🤬🤬🤬🤬,2022-04-16T21:55:22Z
There is a sickness in this country to try to control other's lives. But they don't want their own lives 'controlled' by wearing masks to protect others.,2022-04-16T21:55:13Z
Trump is pro-trump. It doesn't go beyond that.,2022-04-16T21:54:53Z
Let me see if I understand this.  A woman has an abortion and is charged with murder - Kyle Rittenhouse shoots and kills two people and walks free.,2022-04-16T21:54:44Z
I think now is the time woman join together and say NO to all men. Cut them off. No sex. The men are also responsible and need to be held accountable. Murder and manslaughter are extream and ridiculous charges.  The only way to change this is for women to close the fuzzy door.,2022-04-16T21:54:40Z
David Pakman has the IQ of a tennis ball. Sorry Tennis balls.,2022-04-16T21:54:38Z
America seems fucked either way '🤔... my life 'But!'Non of my business 'Why care people?'Its whatever,2022-04-16T21:54:35Z
"A miscarriage is a biological reaction. If you get a liver transplant and your body rejects it, should you go to prison ?'US political system is more than delusional ! Split the USA and watch how many states will be quickly deserted, empty.'Is this horrific Nazi behaviour normal ?'Phil, Belgium.",2022-04-16T21:54:21Z
Accurate headline: Woman charged with murder because Texas criminalised healthcare.,2022-04-16T21:53:56Z
The charges have already been dropped. Whoever is in charge of posting David’s cuts should be aware of this.,2022-04-16T21:53:40Z
I really believe that no woman really wants to abort her child. ''What a tough topic to talk about.,2022-04-16T21:53:08Z
how thoroughly wretched the righteous...,2022-04-16T21:52:14Z
A host of religious fundamentalist and hypocrites the want to impose a so called Christian Sharia law (while decrying Islam) to turn women into 2nd class citizens. Meanwhile most Democratic politician will spout empty rhetoric and do nothing to fight against these ridiculous laws and the lawyers enforcing them.,2022-04-16T21:52:02Z
"Coming to your state in the near future. Question, does that mean that if, in a car accident were a 15 week pregnant mother survives and the foetus doesn't, does the driver of the other vehicle automatically gets charged with manslaughter?",2022-04-16T21:51:49Z
plenty people pointing out correctly that this has already been dropped. you're missing the fact that it shouldn't have even been charged in the first place. she's been jailed and given huge bail in this process. that alone is immense levels of bullshit.,2022-04-16T21:51:33Z
"I find it really strange that the host of this channel according to Social blade gets 10,000 Subs per month. At the same time as their viewership is deteriorating and they only get a couple of thousand views per video. Very odd I wonder how much a subscription bot goes for now",2022-04-16T21:51:16Z
"A fetus is not a citizen. Whether or not abortion is immoral or not is irrelevant. The government has no authority over you until you are issued a birth certificate and a social security number. This requires that you must be BORN. It matters not when life begins, only when you can enter into a covenant with a government. This requires that you must have documentation of your own live birth, as you must prove for all kinds of contracts and agreements.",2022-04-16T21:51:14Z
Meant they will start killing them selfs too because of this law,2022-04-16T21:51:13Z
"For the right wing medical police state, punishing women is a bonus. They also favor rapists over rape victims.",2022-04-16T21:50:57Z
"If they are going to charge the woman (which is insane) then why are they not charging the 'father' as an accomplice? That egg didn't fertilize itself after all.. There should be equal guilt on the man. But oh no, just like in the bible, only the women are to blame. Ridiculous nonsense. Everything's bigger in Texas, especially their ignorance",2022-04-16T21:50:17Z
It almost sounds like you're saying that this is some kind of 'Slippery Slope' going on here.. 🤔'😂😂😂😂,2022-04-16T21:50:16Z
"Please tell me I can do something about this!  I’m so appalled I’m queasy!!  This is too too wild, wht else r  conservatives going to do, wht’s next, capital crime for sex b4 marriage?!?!  Please David, tell me there is something I can do to stop this disgusting situation!!!",2022-04-16T21:50:13Z
What happens to the guy that got her pregnant.  Why is it only a woman's crime.,2022-04-16T21:50:08Z
"Maybe not all of them, but a lot of these so called 'pro life' people seem more 'pro forced pregnancy.'",2022-04-16T21:49:36Z
Wow. I feel sick. This is horrific 🤬,2022-04-16T21:49:01Z
"This is so dumb. Republicans are anti fact, logic , life, everything. Go shut yourselves in your homes and go away. Sad afraid people. Annoying.",2022-04-16T21:48:58Z
States enacting these abortion bans can expect an increase in crime in about 18 to 23 years.,2022-04-16T21:48:50Z
ANY TEXANS HERE ????? WE BETTER COME OUT N VOOTE Y'ALL....ASK PEOPLE  AROUND YOU TO VOTE BLUUUUUE  THIS NOV......,2022-04-16T21:48:15Z
I thought this was thrown out or was that another thing,2022-04-16T21:47:46Z
"OMG, that poor woman. I'm glad I live in Canada. At least women here have a say over their bodies.",2022-04-16T21:47:39Z
Actually there is something that the Republicans don't really understand it could be extreme backlash outside the supreme Court with each side you know we're going to have to keep it and when you start getting rid of these abortion laws I mean you have to realize the judges have to deal with the backlash if they do rowvway it could backlash to the point where people will do what they did at seriously Capitol Hill and this time those judges might not be so lucky I mean this is only my opinion but as many people as it's angering it could end up like that if the Republican controlled supreme Court is not careful and they have to weigh that when they make their choice,2022-04-16T21:47:37Z
I wanted to jump through the screen and slap that woman who testified on katanji Brown Jackson hearings'..they aren't all sweetness and light like she tried to portray,2022-04-16T21:47:22Z
someone has to start a gofundme for her legal fees.,2022-04-16T21:46:55Z
"This was already dismissed, so clearly prosecutors are not interested in this type of law as well.",2022-04-16T21:46:43Z
I dislike Abbott,2022-04-16T21:46:30Z
It's going to get works,2022-04-16T21:46:07Z
How can a woman be charged with murder if the fetus is not viable? I'm sick of men making decisions concerning women's health. How about let's making men get vasectomies?,2022-04-16T21:45:47Z
This is the reason why s*** like this is bulshit; it runs on the 'logic' of guilty till proven innocent.,2022-04-16T21:45:23Z
And it begins...the coat hanger abortions,2022-04-16T21:45:11Z
"Yup, it’s about punishing “sin” and legislating a religious worldview against premarital sex, has absolutely nothing to do with “saving the unborn”",2022-04-16T21:44:55Z
"Technically, to remain consistent with their ideology this makes sense. If one believes life begins at conception this is a murder. I wonder...if she fell down the stairs is that involuntary manslaughter?",2022-04-16T21:44:53Z
It's time for this Texas native of 64 years to get out before it gets any worse,2022-04-16T21:42:58Z
Hi I can't believe it we are living in the 21st said today and assess what America has been reduced to a feel sick as a woman but as human being I am brutally an utterly disgusted,2022-04-16T21:42:51Z
Texas sucks ass.,2022-04-16T21:42:48Z
Abortion is a touchy subject! But how can you murder something inside your womb that has no brain function. Let's leave out our beliefs in the soul and God and look at this biologically. The building blocks for the brain begin in week 7 and it goes through many developmental processes. In the 23 third week it begins to dream. ''How can somebody be charged for murder if it's not sentient before the 23 week?,2022-04-16T21:42:37Z
"Women who are not sure if they 'may' ever need an abortion (for whatever your reason or lifestyle) need to move out of any state that take away your rights to not only have a safe abortion.  You were born with 8 fingers and 2 thumbs, hitchhike the hell out of there! See how they handle not only no lovin' but no more procreation for those Nutters. Don't allow those damn metal clothes hangers be brought back 😥",2022-04-16T21:42:04Z
"I seriously doubt it was by immaculate conception, so now charge and arrest the guy that caused the pregnancy",2022-04-16T21:41:08Z
Wingnuts SO deserve Scump.,2022-04-16T21:41:05Z
"This case got dropped already, she isn’t being charged",2022-04-16T21:40:58Z
Texas needs to be charged with murder and criminalizational murder cuz they are forcing this so they can charge people with murder so they can kill them legally but no reason except for they want to kill people they think they have the right shooting get this is why Republicans technically guilty with murder they have blood actually Fox News and the Republican party are drowning in blood due to their actions,2022-04-16T21:40:22Z
😡😡😡😡,2022-04-16T21:39:36Z
This is so incredibly dystopian and disconcerting.,2022-04-16T21:39:32Z
"Sue, sue, sue, sue, sue, sue, sue, sue, sue, sue, sue, sue, sue!",2022-04-16T21:38:47Z
What the hell are you doing America?'It's time to step outside and explain yourself.'Also: France should takes it's statue back. 'With impunity.,2022-04-16T21:38:40Z
Incredible how far backwards the right is.,2022-04-16T21:38:26Z
They will have to extend death row and hire more executioners. Great times for Texas.,2022-04-16T21:38:25Z
When did the taliban take over texas?,2022-04-16T21:38:18Z
"I knew a woman who had an illegal abortion, hemorrhaged, and almost died.",2022-04-16T21:37:36Z
But isn't there something in the Texas law that exempts abortions in their murder law?,2022-04-16T21:37:10Z
Republicans. Where getting an abortion is the same as shooting up kids at school.,2022-04-16T21:37:06Z
These so called Christian believers of wanting to ban abortion since it ends a life. Should also want to ban the death penalty and medical hospice.,2022-04-16T21:36:54Z
And so it begins.,2022-04-16T21:36:52Z
"Welcome the Gilead ladies, welcome to Gilead...''Any woman who votes Republican nowadays has rocks in her head!",2022-04-16T21:36:52Z
"'Bah god, that baby had a family!'",2022-04-16T21:36:28Z
